quotedate,adstock99_face_video_impressions_low_ctr,adstock99_face_video_impressions_medium_ctr,adstock99_face_video_impressions_high_ctr,adstock99_face_all_impressions_low_ctr,adstock99_face_all_impressions_medium_ctr,adstock99_face_all_impressions_high_ctr,adstock99_insta_all_impressions_low_ctr,adstock99_insta_all_impressions_medium_ctr,adstock99_insta_all_impressions_high_ctr,multiple_quotes,Clicks_google_ads_nobrand_10654533086,Clicks_google_ads_nobrand_10907549225,Clicks_google_ads_nobrand_12469017996,Clicks_google_ads_nobrand_12499022096,nobrand_grouped,Clicks_google_ads_brand_178777874,Clicks_google_ads_brand_2074159850,Clicks_google_ads_brand_7773934687,Clicks_google_ads_brand_11806585366,brand_grouped,dummy_20211227_20220103,dummy_20220110_20220124,dummy_20210823_20211025,summer,dummy_2022613_20220718,dummy_20220101_20220131,dummy_20210726_20210920,commercial_vehicle_registrations,adstock50_TV,adstock95_TV
2021-05-02,231160.5184985064,104567.54996947774,0.0,239653.22584572734,106095.37067869428,4120.466726974267,244754.94860405393,12865.319710943897,4.331230560612542e-58,1570.0,179.0,12.0,789.0,183.0,1366.0,153.0,809.0,287.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,57.67071538046206,2066.9899996677086
2021-05-03,211993.6927315258,97647.74249317477,0.0,219687.98246300896,99257.56512439749,3369.6408469880207,224346.98625647163,13634.97701677571,4.474125788350373e-59,2304.0,283.0,16.0,1065.0,193.0,1737.0,266.0,1834.0,551.0,4.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,62.15801736939866,2061.823538692117
2021-05-04,200642.77528670756,10086.932033494035,0.0,208339.5891306928,15780.225396274634,4736.0811469167265,214077.86041673133,14052.481987753921,4.62173539132741e-60,2705.0,320.0,11.0,1224.0,248.0,1956.0,236.0,1757.0,537.0,3.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,66.22227296947702,2056.694797180034
2021-05-05,179221.2347869445,1041.9718392920327,0.0,185272.30936968932,2417.084392955264,4657.233313687724,188485.06810608372,13085.609910206378,4.77421490541597e-61,2638.0,303.0,13.0,1324.0,238.0,2012.0,255.0,1675.0,498.0,3.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,69.9033654440851,2051.6034997479946
2021-05-06,181464.4071520511,107.63483983757367,0.0,185314.47821347392,947.6828433351961,3389.0883969240335,187046.35356651948,12595.732814409854,4.931724997901622e-62,2380.0,274.0,13.0,1016.0,255.0,1875.0,243.0,1634.0,492.0,1.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,73.23741800868142,2046.549373023062
2021-05-07,203637.125024974,11.118591030955054,0.0,206664.83422059016,536.8948635776055,4733.090062938889,206834.73552983318,15700.128910582682,5.094431636777904e-63,2180.0,273.0,13.0,1040.0,258.0,1824.0,191.0,1582.0,471.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,76.25714831433608,2041.5321456281486
2021-05-08,125891.54866889639,1.1485413709927708,0.0,131685.308555542,390.46080083129306,4833.924337156157,131697.85922199857,14310.810491412143,5.2625062656263934e-64,2146.0,236.0,12.0,1046.0,222.0,1857.0,184.0,1119.0,342.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,78.99218951186239,2036.551548167446
2021-05-09,212792.49413977208,0.11864338540821774,0.0,221124.98480328193,355.3342817680009,4255.34043531375,221114.28127687456,13474.295033612041,5.436125984266376e-65,1608.0,77.0,11.0,871.0,112.0,1292.0,144.0,988.0,208.0,1.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,81.46938104719867,2031.607313211959
2021-05-10,235335.29081965808,0.012255764795791144,0.0,241727.03029859095,612.7057410427565,3588.573190884458,241714.92463305654,14856.883670150293,5.615473735364489e-66,2298.0,209.0,15.0,1026.0,83.0,1714.0,226.0,1761.0,527.0,4.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,91.87017489880982,2034.8563181422899
2021-05-11,226421.94330203143,0.0012660104919709227,0.0,232192.20476894965,991.2920025453928,4092.696679200755,232177.95426358876,16020.703946901876,5.8007384972009576e-67,2401.0,208.0,8.0,996.0,108.0,1770.0,212.0,1679.0,505.0,2.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,101.29042001734459,2038.0816026335253
2021-05-12,216147.20178455603,0.00013077784964761097,0.0,222708.2650805033,852.399654100764,4518.772223737689,222689.79301494043,14694.925630794016,5.992115482795533e-68,2091.0,201.0,12.0,973.0,93.0,1611.0,248.0,1486.0,375.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,109.82255894436808,2041.2833398646058
2021-05-13,241636.82937898568,1.3509245039373618e-05,0.0,248605.58185788503,607.0521879641939,4455.785479437671,248586.67370860174,16412.97381373593,6.189806345602974e-69,1707.0,152.0,6.0,1016.0,92.0,1623.0,135.0,866.0,285.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,117.55031907736051,2044.4617017501212
2021-05-14,209321.88708763735,1.39549397719566e-06,0.0,212144.75352610432,332.70799513062644,4614.279000203808,212139.80032972895,17854.44678760232,6.394019391994787e-70,2443.0,254.0,7.0,1285.0,97.0,1681.0,208.0,1683.0,507.0,3.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,124.54953430156695,2047.616858949542
2021-05-15,207465.7799462265,1.4415338789943634e-07,0.0,208919.37974338967,219.36846411597548,4908.651251429473,208915.86808225024,18303.349768298725,6.604969800751135e-71,1988.0,162.0,12.0,1418.0,81.0,1528.0,166.0,1076.0,382.0,1.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,130.88888916140692,2050.748980876382
2021-05-16,241647.04559472727,1.4890927214637345e-08,0.0,241141.20126636414,1037.660583146451,4292.0596645155965,241108.83851463703,21427.721079506806,6.822879849794183e-72,1918.0,132.0,10.0,1540.0,87.0,1740.0,141.0,874.0,307.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,136.6305928741304,2053.8582357072964
2021-05-17,215015.94241437808,1.5382206172380507e-09,0.0,214478.68910847002,779.1894905994947,4372.366257265969,214460.34606265294,20550.466083732146,7.047979150401794e-73,2710.0,283.0,12.0,1692.0,184.0,2002.0,266.0,1906.0,542.0,2.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,134.70670408565027,2049.820504676825
2021-05-18,197279.9712101444,1.5889693322591628e-10,0.0,198087.47338251318,785.4896378781035,4145.661862696593,198082.57856086426,18549.84635927676,7.280504889148363e-74,2639.0,234.0,13.0,1493.0,195.0,1980.0,238.0,1658.0,490.0,1.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,132.9641924825118,2045.812252442183
2021-05-19,176680.85987282786,1.6413923403221395e-11,0.0,179943.27418760478,1195.1404379455478,3623.243483926847,179936.76855652692,17146.183975997803,7.52070207782772e-75,2538.0,225.0,12.0,1649.0,96.0,1919.0,242.0,1754.0,423.0,3.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,131.38595848829485,2041.833263783636
2021-05-20,167977.98849859295,1.6955448794204718e-12,0.0,173185.993232323,694.4570309588023,3006.27809215072,173178.32120594694,14523.186798422536,7.768823811621449e-76,2598.0,348.0,6.0,1606.0,238.0,1951.0,213.0,1691.0,393.0,1.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,129.95651461198682,2037.8833250527314
2021-05-21,59879.988994797095,1.751484009950211e-13,0.0,65083.971629499814,724.7368440130925,3565.5460711641745,65078.17911544225,14611.233332641206,8.025131535784655e-77,2470.0,385.0,13.0,1614.0,246.0,1986.0,223.0,1812.0,450.0,3.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,128.6618334664775,2033.9622241608286
2021-05-22,46694.55394866509,1.8092686748343656e-14,0.0,48976.12110382383,798.8647239667625,3235.3179965439404,48972.52274185345,14501.328467702937,8.28989532113018e-78,2271.0,190.0,20.0,1918.0,341.0,1757.0,200.0,1242.0,385.0,3.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,127.4892101153134,2030.0697505677101
2021-05-23,51339.509279258826,1.8689597616309127e-15,0.0,51041.19330263036,1039.5220734127258,3387.2057061909018,51042.82159477823,18037.97538493341,8.563394148601544e-79,1704.0,229.0,16.0,1673.0,262.0,1647.0,121.0,768.0,269.0,2.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,126.42713739689563,2026.2056952702778
2021-05-24,59426.32937055884,1.930620166689867e-16,0.0,61358.51357386014,1322.381781023395,3657.8955825240805,61341.681775108904,17996.30812248301,8.845916203234482e-80,2452.0,364.0,8.0,1762.0,250.0,2199.0,193.0,1235.0,332.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,123.56662157408412,2020.4712793627584
2021-05-25,51476.69128006472,1.994314861427009e-17,0.0,53947.28432991176,1031.600957758405,3855.8576256293627,53934.54561885024,15327.003928308848,9.13775917781679e-81,2965.0,415.0,24.0,1755.0,295.0,2503.0,279.0,2002.0,633.0,2.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,120.9757847013624,2014.7787294622776
2021-05-26,48792.500159181465,2.060110960784105e-18,0.0,51746.71040306367,1184.5635362468693,3072.3069429717907,51740.39450461696,14025.266985539922,9.439230586566482e-82,2599.0,260.0,11.0,1085.0,304.0,1831.0,238.0,1889.0,547.0,2.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,118.62920243549085,2009.1277399121523
2021-05-27,44648.22540904426,2.128077793947753e-19,0.0,48549.39291401525,1417.364445653341,2562.366797516639,48539.740486865005,13754.79862270894,9.75064808915876e-83,2855.0,335.0,9.0,1591.0,270.0,2226.0,243.0,1839.0,521.0,2.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,116.50384734714896,2003.5180072872477
2021-05-28,44378.1252127117,2.198286977401376e-20,0.0,48234.112629206946,1063.4125894256645,3070.6903970487456,48229.11554136716,13311.859461767486,1.0072339825443224e-83,2236.0,311.0,3.0,1537.0,223.0,1762.0,202.0,1568.0,432.0,1.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,114.57886294867401,1997.9492303776847
2021-05-29,37650.22408306878,2.2708124903873325e-21,0.0,33436.544433331,1024.849651811954,2779.199809643305,39034.028238239145,14496.104208268394,1.0404644761204017e-84,2059.0,311.0,11.0,1579.0,179.0,1983.0,166.0,1109.0,364.0,2.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,112.83535902563644,1992.4211101726669
2021-05-30,50811.23739223444,2.3457307528586607e-22,0.0,46296.967726468305,1142.8661318575773,3294.0890700758496,52983.18323106779,15946.435723201388,1.0747913045327227e-85,1530.0,237.0,7.0,1579.0,174.0,1819.0,107.0,702.0,270.0,2.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,111.25622626380434,1986.933349844426
2021-05-31,57281.759316161595,2.4231207060025927e-23,0.0,52386.438947284354,1229.0571378415161,3392.2767100780966,57380.119547103684,18079.25378395365,1.1102506378751903e-86,2486.0,395.0,10.0,1683.0,226.0,2531.0,230.0,1724.0,547.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,104.52453978097002,1976.1842261608538
2021-06-01,311554.1589452923,2.5030638954206885e-24,0.0,306594.47635005467,1396.9605983523338,3042.419413083249,310281.3194768005,17839.572147382485,1.146879839559344e-87,2312.0,347.0,8.0,1576.0,298.0,1979.0,200.0,1520.0,467.0,3.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,98.4274920330615,1965.513580023217
2021-06-02,749651.2901180815,2.585644557053233e-25,0.0,746554.9589574368,1165.304888666874,3060.279440093544,749253.8068407377,15879.813230114745,1.1847175056840912e-88,2234.0,468.0,8.0,1530.0,281.0,1616.0,211.0,1434.0,443.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,92.9052516056338,1954.9208384801386
2021-06-03,861717.3658974066,2.6709497059384385e-26,0.0,862046.5174178291,1388.3750430902453,2805.124366294289,864198.3061995513,15843.371734840082,1.2238035057043213e-89,2294.0,444.0,5.0,1507.0,295.0,1559.0,213.0,1480.0,436.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,87.9036277707577,1944.4054327632634
2021-06-04,843407.6999813764,2.7590692278999728e-27,0.0,845375.7010645602,1685.41800782163,2126.7670556007606,846337.9790879686,14689.607358146375,1.264179024441251e-90,2118.0,421.0,9.0,1501.0,249.0,1552.0,221.0,1367.0,400.0,2.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,83.37353870376403,1933.9667982567182
2021-06-05,858324.3264489684,2.85009597425943e-28,0.0,862662.6193532494,1110.1023034312543,2126.6932995396032,862759.0218870061,12717.424440515797,1.3058866054787688e-91,1988.0,469.0,7.0,1461.0,233.0,1584.0,173.0,1064.0,337.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,79.27052983456466,1923.6043744667957
2021-06-06,892487.2017780436,2.944125859673537e-29,0.0,894274.3438912105,1512.6726611290467,2418.6856805987354,894279.3021941987,16063.699556152515,1.348970195991503e-92,1589.0,326.0,10.0,1618.0,209.0,1645.0,146.0,785.0,278.0,2.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,75.5543376070461,1913.3176049918588
2021-06-07,187068.19889272033,3.0412579631991893e-30,0.0,189593.80921313784,1703.2578502293563,2577.8482550407143,189591.3214017862,16179.367042107546,1.3934751930518512e-93,2138.0,436.0,17.0,1422.0,265.0,1532.0,214.0,1652.0,467.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,79.51278007991465,1910.4302232067512
2021-06-08,319736.9921341848,3.1415946326928074e-31,0.0,323293.8856171747,1208.9451445790419,2318.289618964559,323283.6286282943,14057.315398920762,1.4394484914647625e-94,2121.0,580.0,12.0,1397.0,190.0,1452.0,205.0,1434.0,397.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,83.09803510121904,1907.5639217109158
2021-06-09,1325968.570102138,3.245241592654019e-32,0.0,1329825.9942933915,1472.8830458773152,1842.4774238849893,1329820.934754819,11977.109197631617,1.486938533180677e-95,2200.0,487.0,10.0,1445.0,201.0,1485.0,196.0,1417.0,436.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,86.34528541643542,1904.718546600703
2021-06-10,1283441.470140279,3.3523080556273024e-33,0.0,1287894.9389082,1757.1476154770153,1637.3264128126063,1287893.4162619985,10673.22559630798,1.5359953583386893e-96,1975.0,484.0,5.0,1392.0,151.0,1376.0,197.0,1284.0,388.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,89.28639687071532,1901.8939450960868
2021-06-11,1261136.455453566,3.4629068372789725e-34,0.0,1268743.4951393628,666.5119133078947,1074.134480951669,1268742.3378512538,6232.5354854018515,1.5866706579937179e-97,2057.0,501.0,7.0,1245.0,151.0,1424.0,189.0,1448.0,369.0,1.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,91.95023111409427,1899.0899655324636
2021-06-12,1180578.3656568492,3.577154475270769e-35,0.0,1191534.1666423874,68.85013618743639,110.95721444813931,1191534.047095471,643.8158244363142,1.6390178285832423e-98,1648.0,394.0,10.0,1277.0,177.0,1309.0,160.0,863.0,290.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,94.36292882599912,1896.3064573525069
2021-06-13,1115924.7807867802,3.695171352055303e-36,0.0,1128821.5060790607,7.112162826171031,11.46178961425998,1128821.4937299618,66.50564874688163,1.6930920281909964e-99,1173.0,268.0,4.0,1160.0,130.0,1179.0,94.0,600.0,235.0,2.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,96.54816623838673,1893.5432710980845
2021-06-14,1185959.1182836331,3.817081821722744e-37,0.0,1199081.3394713064,0.7346806101917246,1.1839935042976466,1199081.3381956546,6.869979188716133,1.7489502346669043e-100,2053.0,483.0,11.0,1565.0,192.0,1579.0,199.0,1533.0,459.0,3.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,102.92881604624958,1895.2016869736608
2021-06-15,1115440.608137722,3.943014341032422e-38,0.0,1127657.1228671873,0.07589190689019595,0.1223055618186314,1127657.1227354135,0.7096632382765197,1.8066513056645e-101,1898.0,383.0,6.0,1563.0,171.0,1467.0,213.0,1337.0,418.0,1.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,108.70792157061192,1896.8479950335782
2021-06-16,1112191.1036444942,4.0731016047673905e-39,0.0,1124165.0596366762,0.007839571987515954,0.012634064627444597,1124165.059623064,0.0733076328074341,1.8662560406590893e-102,1871.0,383.0,7.0,1244.0,153.0,1462.0,167.0,1243.0,418.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,113.94219420230515,1898.4822836749645
2021-06-17,1068814.4324847844,4.207480685554594e-40,0.0,1080190.3323575454,0.0008098213823559146,0.0013050885555568508,1080190.332356139,0.007572618585796903,1.9278272450120083e-103,1758.0,266.0,13.0,1227.0,165.0,1385.0,184.0,1190.0,400.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,118.68299879003862,1900.1046406495748
2021-06-18,1028933.6577873275,4.346293178297954e-41,0.0,1040077.7789514896,8.365388727409906e-05,0.00013481458169412362,1040077.7789513443,0.0007822453140260367,1.9914297961484747e-104,1876.0,396.0,9.0,1219.0,185.0,1531.0,200.0,1321.0,321.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,122.97685769279973,1901.7151530685032
2021-06-19,1096996.006338709,4.4896853493765656e-42,0.0,1107671.1849516071,8.641378220601344e-06,1.3926236162270763e-05,1107671.184951592,8.080530194183798e-05,2.057130711918771e-105,1589.0,335.0,13.0,1489.0,120.0,1491.0,158.0,987.0,290.0,1.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,126.86590731204072,1903.3139074068613
2021-06-20,1282891.7913456,4.637808290765221e-43,0.0,1294799.5285760202,8.926473112577477e-07,1.4385688195610928e-06,1294799.5285760188,8.347121682718412e-06,2.1249992212147865e-106,1363.0,279.0,12.0,1504.0,136.0,1410.0,106.0,775.0,227.0,1.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,130.38831158368382,1904.9009895084191
2021-06-21,1202585.6740830948,4.790818079239647e-44,0.0,1213477.7336118582,9.220973807118427e-08,1.4860298392900108e-07,1213477.733611858,8.622508512654047e-07,2.1951068369163288e-107,2186.0,330.0,7.0,1625.0,216.0,1692.0,230.0,1679.0,539.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,130.72720791618667,1903.625056018788
2021-06-22,1115663.1177699799,4.948875940834216e-45,0.0,1126572.2586218442,9.525190618875134e-09,1.535056684972529e-08,1126572.2586218442,8.906980858409945e-08,2.267527431244068e-108,2212.0,342.0,8.0,1407.0,213.0,1389.0,224.0,1550.0,470.0,2.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,131.03415434426677,1902.358437905181
2021-06-23,1002522.0887077438,5.1121484207254194e-46,0.0,1014288.9940463313,9.839444100347133e-10,1.5857010160742674e-09,1014288.9940463313,9.20083846779082e-09,2.3423373135985127e-109,2015.0,311.0,9.0,1214.0,182.0,1508.0,200.0,1517.0,448.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,131.31216298784017,1901.1010671576032
2021-06-24,1022722.7128277523,5.280807558720105e-47,0.0,1035325.2245371315,1.016406537964793e-10,1.6380161964012173e-10,1035325.2245371315,9.504390977830375e-10,2.4196153109670345e-110,1880.0,268.0,10.0,1174.0,152.0,1313.0,174.0,1475.0,427.0,1.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,131.56396199519452,1899.8528762625888
2021-06-25,1044105.4207979538,5.455031070533396e-48,0.0,1054428.2499628493,1.0499396509413876e-11,1.6920573503290527e-11,1054428.2499628493,9.817958241055074e-11,2.499442850983671e-111,1931.0,342.0,7.0,1164.0,173.0,1465.0,184.0,1402.0,458.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,131.7920223147935,1898.6137981995764
2021-06-26,1064021.2370642647,5.6350025350472985e-49,0.0,1074597.576884532,1.084579082722417e-12,1.7478814208875468e-12,1074597.576884532,1.014187066251196e-11,2.58190404772922e-112,1631.0,294.0,10.0,1337.0,157.0,1428.0,170.0,923.0,289.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,131.9985819431339,1897.3837664373111
2021-06-27,1132423.524615832,5.820911587747315e-50,0.0,1142781.0518797124,1.1203613327911801e-13,1.8055472297613017e-13,1142781.0518797124,1.047646954791563e-12,2.667085790362038e-113,1178.0,187.0,4.0,1016.0,140.0,1311.0,105.0,711.0,218.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.35714285714283,132.18566788660337,1896.162714930271
2021-06-28,1196163.4250437543,6.012954120540881e-51,0.0,1207997.3491493026,1.1573241048157693e-14,1.8651155392700113e-14,1207997.3491493026,1.0822107463281219e-13,2.7550778346729315e-114,2295.0,407.0,20.0,1463.0,265.0,1661.0,250.0,1761.0,576.0,1.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.17857142857144,135.08940176714052,1897.6848638294073
2021-06-29,1205447.704690394,6.211332488168186e-52,0.0,1216818.139383654,1.1955063463773319e-15,1.9266491163935674e-15,1216818.139383654,1.1179148606422337e-14,2.845972897660611e-115,2067.0,473.0,14.0,1335.0,216.0,1424.0,229.0,1535.0,520.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.17857142857144,137.71938225746786,1899.1958997751838
2021-06-30,1173830.763193791,6.416255721422861e-53,0.0,1184869.3198093749,1.2349482900090397e-16,1.9902127989094697e-16,1184869.3198093749,1.15479691907054e-15,2.9398667552273606e-116,2291.0,542.0,8.0,1395.0,212.0,1521.0,231.0,1576.0,534.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.17857142857144,140.10141782410972,1900.695903901406
2021-07-01,1201940.7589642976,6.627939747407201e-54,0.0,1213989.0328455607,1.2756914955890099e-17,2.0558735637122316e-17,1213989.0328455607,1.1928957841464718e-16,3.0368583430978708e-117,2122.0,517.0,4.0,1194.0,218.0,1410.0,202.0,1455.0,489.0,1.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.17857142857144,142.25888380593554,1902.1849567495346
2021-07-02,1229586.4985650233,6.846607617054027e-55,0.0,1242899.0754150178,1.3177788941318446e-18,2.123700597386767e-18,1242899.0754150178,1.2322516005496053e-17,3.137049861067565e-118,1824.0,456.0,11.0,1148.0,157.0,1434.0,188.0,1246.0,385.0,3.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.17857142857144,144.21295180051956,1903.6631382730113
2021-07-03,1240943.2808826503,7.07248974015489e-56,0.0,1254934.4591965366,1.361254833024935e-19,2.1937653691101253e-19,1254934.4591965366,1.2729058374060102e-18,3.240546880690271e-119,1616.0,398.0,16.0,1106.0,142.0,1420.0,129.0,831.0,278.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.17857142857144,145.98279742479502,1905.1305278415507
2021-07-04,1922531.4272189836,7.305824128142303e-57,0.0,1935901.704509757,1.406165122757193e-20,2.266141705958382e-20,1935901.704509757,1.314901331984166e-19,3.347458456518704e-120,1475.0,318.0,13.0,1229.0,164.0,1337.0,130.0,767.0,283.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.17857142857144,147.58578848879523,1906.5872042454025
2021-07-05,1819121.9259628518,7.546856644881792e-58,0.0,1833180.0646851365,1.4525570851894508e-21,2.3409058706980497e-21,1833180.0646851365,1.3582823348324837e-20,3.4578972410149784e-121,2302.0,453.0,13.0,1346.0,309.0,1604.0,241.0,1702.0,561.0,1.0,325.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,256.17857142857144,143.64051257192097,1902.636102842439
2021-07-06,1729085.8089557842,7.795841265738048e-59,0.0,1743214.0032020467,1.5004796034173863e-22,2.418136642143963e-22,1743214.0032020467,1.4030945564060013e-21,3.5719796032522295e-122,2113.0,538.0,7.0,1277.0,220.0,1692.0,201.0,1560.0,430.0,0.0,236.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,256.17857142857144,140.06718281195745,1898.7138477669505
2021-07-07,1632041.1516172544,8.053040345188132e-60,0.0,1646334.5825419172,1.5499831732795213e-23,2.497915398168322e-23,1646334.5825419172,1.4493852152313747e-22,3.689825751532414e-123,2680.0,286.0,5.0,1277.0,197.0,1482.0,151.0,1453.0,361.0,0.0,178.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,256.17857142857144,136.83073348814003,1894.820228416747
2021-07-08,1460485.5177875897,8.318724893263738e-61,0.0,1473594.0175261535,1.6011199565645604e-24,2.5803262014483524e-24,1473594.0175261535,1.497203087660923e-23,3.8115598600495024e-124,1847.0,310.0,8.0,1185.0,178.0,1450.0,189.0,1396.0,371.0,0.0,235.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,256.17857142857144,133.89940474736767,1890.9550357272099
2021-07-09,1563657.960952584,8.593174861113792e-62,0.0,1576960.058267565,1.653943835974139e-25,2.665455888042942e-25,1576960.058267565,1.54659855926815e-24,3.9373101997315167e-125,1639.0,347.0,9.0,1163.0,164.0,1400.0,159.0,1225.0,414.0,1.0,203.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,256.17857142857144,131.24443093911322,1887.1180621600654
2021-07-10,1715160.590052484,8.876679435988282e-63,0.0,1728312.6858389638,1.7085104718988913e-26,2.7533941588915786e-26,1728312.6858389638,1.5976236779388975e-25,4.0672092733992895e-126,1517.0,215.0,12.0,1306.0,144.0,1443.0,138.0,912.0,270.0,1.0,157.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,256.17857142857144,128.8397583329763,1883.3091016922426
2021-07-11,1778465.6878797142,9.169537345954146e-64,0.0,1792710.2886308322,1.764877361067667e-27,2.8442336743320084e-27,1792710.2886308322,1.6503322087140735e-26,4.201393955384359e-127,1303.0,193.0,9.0,1242.0,121.0,1328.0,122.0,818.0,276.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,256.17857142857144,126.66178944879091,1879.52794980481
2021-07-12,1705390.052772882,9.472057174664292e-65,0.0,1718699.5083944066,1.82310389713169e-28,2.9380701517362035e-28,1718699.5083944066,1.7047796904417427e-27,4.3400056357531105e-128,2031.0,328.0,10.0,1410.0,238.0,1529.0,228.0,1619.0,484.0,1.0,257.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,256.17857142857144,114.72058006178234,1865.8058320434234
