quotedate,adstock99_face_video_impressions_low_ctr,adstock99_face_video_impressions_medium_ctr,adstock99_face_video_impressions_high_ctr,adstock99_face_all_impressions_low_ctr,adstock99_face_all_impressions_medium_ctr,adstock99_face_all_impressions_high_ctr,adstock99_insta_all_impressions_low_ctr,adstock99_insta_all_impressions_medium_ctr,adstock99_insta_all_impressions_high_ctr,multiple_quotes,Clicks_google_ads_nobrand_10654533086,Clicks_google_ads_nobrand_10907549225,Clicks_google_ads_nobrand_12469017996,Clicks_google_ads_nobrand_12499022096,nobrand_grouped,Clicks_google_ads_brand_178777874,Clicks_google_ads_brand_2074159850,Clicks_google_ads_brand_7773934687,Clicks_google_ads_brand_11806585366,brand_grouped,dummy_20211227_20220103,dummy_20220110_20220124,dummy_20210823_20211025,summer,dummy_2022613_20220718,dummy_20220101_20220131,dummy_20210726_20210920,commercial_vehicle_registrations,adstock50_TV,adstock95_TV
2021-03-13,135867.69939816336,0.0,0.0,68793.23917136724,1637.2664411024916,671.2555511840181,128574.47374417252,11505.73665421794,8.54607978695804e-09,1916.0,360.0,12.0,213.0,169.0,1220.0,184.0,1190.0,349.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,190.1962334921533,2158.359257117892
2021-03-14,142263.022360832,0.0,0.0,64619.28541088887,1644.1282859230037,508.34015010507824,130014.63810843228,15766.533197626042,8.828030609093524e-10,1672.0,517.0,12.0,236.0,176.0,1167.0,182.0,1023.0,267.0,3.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,195.48522952770668,2165.821438831323
2021-03-15,127000.65399869285,0.0,0.0,56825.11939703212,1640.8371088876895,418.5111222552276,115172.40591082528,15189.670000019687,9.119283505172221e-11,2232.0,718.0,9.0,199.0,211.0,1163.0,287.0,1705.0,563.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,197.15416982587678,2170.1077118384396
2021-03-16,231892.06381433905,0.0,0.0,182482.98841466417,38892.49713298842,1606.2318570574723,265904.2154490687,13350.080502932376,9.42014536764789e-12,2167.0,722.0,2.0,212.0,200.0,1602.0,231.0,1490.0,398.0,1.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,198.6657685481731,2174.362691486515
2021-03-17,363069.26076506986,0.0,0.0,320407.3436373478,43357.56318350869,1723.9224387425452,408041.68824524316,14364.052410598893,9.730933213918337e-13,2219.0,868.0,4.0,163.0,166.0,1827.0,249.0,1482.0,425.0,1.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,200.03485928182798,2178.5866062431055
2021-03-18,403899.7580546387,0.0,0.0,362712.81686482095,48491.800859124254,1602.0797796920576,454416.3730764653,15473.79488037201,1.0051974520365858e-13,2070.0,489.0,12.0,166.0,140.0,1479.0,243.0,1403.0,408.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,201.27487715782362,2182.7796829077643
2021-03-19,345896.51507121726,0.0,0.0,311220.93769091327,9123.163416982248,264.49353254242834,360196.8401371855,14619.43037097811,1.038360756741829e-14,1931.0,428.0,6.0,173.0,143.0,1407.0,248.0,1311.0,367.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,202.39799069222315,2186.9421466242193
2021-03-20,361150.8274524594,0.0,0.0,326517.86863470444,5353.41532848536,119.32196585333958,376526.03935018834,14716.175215067178,1.0726181795994257e-15,1828.0,336.0,12.0,205.0,124.0,1352.0,189.0,1009.0,323.0,1.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,203.41522119798387,2191.0742208924617
2021-03-21,383525.58546056726,0.0,0.0,342396.0291055096,4328.003430358581,536.3258616014565,396573.8322899684,14637.168878433084,1.1080058175708204e-16,1730.0,341.0,9.0,224.0,114.0,1255.0,184.0,1047.0,305.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,204.3365509390625,2195.176127580747
2021-03-22,355977.8796854126,0.0,0.0,319136.2301116631,3319.079218915967,1217.4020233919607,368248.75292409625,13070.007588397124,1.1445609585223176e-17,2387.0,371.0,9.0,282.0,170.0,1409.0,298.0,1776.0,521.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,204.82673537386182,2198.9038012232218
2021-03-23,319996.2241818858,0.0,0.0,288482.5118759593,3687.8581720394395,341.7566345504725,334447.79536366573,11505.121107312112,1.1823221205152147e-18,2202.0,630.0,3.0,210.0,167.0,1494.0,253.0,1340.0,434.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,205.2707070163134,2202.60425974676
2021-03-24,309744.34856090514,0.0,0.0,279276.00782248325,3799.9527366505936,121.30318117643353,322756.18405884824,11727.469612133496,1.221329092392187e-19,2180.0,710.0,14.0,252.0,152.0,1464.0,228.0,1370.0,398.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,205.6728226391439,2206.2777018443726
2021-03-25,291741.33818376414,0.0,0.0,258912.983474327,4119.53201360762,38.53051952592577,301632.4501616517,12712.438031050493,1.2616229757026931e-20,2298.0,755.0,6.0,284.0,140.0,1814.0,248.0,1403.0,442.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,206.03702827451173,2209.924324758446
2021-03-26,295307.64191802405,0.0,0.0,259864.49969321865,4045.5442918607905,52.98017119238976,302840.3857055325,12734.184464128024,1.3032462280115751e-21,2310.0,781.0,7.0,347.0,159.0,1971.0,247.0,1333.0,408.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,206.36689793712262,2213.544324291333
2021-03-27,312911.03818054684,0.0,0.0,279634.79054135986,3298.901420643102,562.4728084059687,323276.1644604824,12187.430852900805,1.3462427076364892e-22,2000.0,680.0,10.0,332.0,159.0,1667.0,172.0,1147.0,309.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,206.66566869667207,2217.1378948158663
2021-03-28,308198.45463468187,0.0,0.0,271226.04543610616,2933.773821960602,1274.1029816380658,316548.16371238127,12443.951651490675,1.390657719861307e-23,1574.0,360.0,8.0,318.0,136.0,1114.0,135.0,928.0,266.0,1.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.2857142857143,206.9362724437861,2220.705229285795
2021-03-29,295788.6486039882,0.0,0.0,258720.4289356315,2333.056439280499,2467.6137972196702,300790.16673104157,15413.450040439448,1.4365380646741792e-24,2285.0,618.0,15.0,648.0,146.0,1508.0,310.0,1666.0,470.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,201.0042218040429,2218.0693763890035
2021-03-30,271714.72577828437,0.0,0.0,238259.6089666645,1463.0028243609718,3606.9024895194757,276497.3785151912,15072.196798307301,1.4839320860805687e-25,1968.0,542.0,12.0,1083.0,141.0,1584.0,227.0,1332.0,417.0,2.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,195.63142316201566,2215.4527674113324
2021-03-31,240964.90921578748,0.0,0.0,238426.02297781326,1276.126996665288,3670.5900807769967,242375.953336678,15153.94561715647,1.532889723043208e-26,2031.0,609.0,12.0,1081.0,129.0,1769.0,212.0,1410.0,338.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,190.7651522886066,2212.855261856162
2021-04-01,272757.4782836541,0.0,0.0,273424.2134092254,1798.822876318614,3569.1689569290643,273832.2379886947,16854.39020336498,1.5834625621026601e-27,2720.0,611.0,15.0,1361.0,137.0,1008.0,255.0,1522.0,401.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,186.35765560184183,2210.2767202526147
2021-04-02,261735.6246977932,0.0,0.0,260362.4978916251,1746.8169337093314,3571.6922376840066,260404.64649737897,17427.044740068755,1.6357038917339296e-28,2595.0,544.0,15.0,1465.0,129.0,1126.0,247.0,1457.0,418.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,182.3656815524742,2207.717004148066
2021-04-03,276070.0762258562,0.0,0.0,276795.2333484527,1144.444762320174,4358.952890524786,276799.5872649969,15866.19948592278,1.6896687584963953e-29,1843.0,482.0,10.0,1486.0,132.0,900.0,200.0,1013.0,373.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,178.75005618883452,2205.17597610071
2021-04-04,291577.81335924246,0.0,0.0,293224.7214976436,1016.2202090787579,5647.27627286928,293225.171253666,17083.965446185786,1.7454140250362337e-30,1703.0,571.0,12.0,1956.0,160.0,656.0,141.0,795.0,268.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,175.47529873587328,2202.653499672182
2021-04-05,316439.7499372304,0.0,0.0,325156.87420260825,819.9747174724189,6396.359025865626,325156.92066203797,17818.759675117748,1.8029984300024481e-31,2428.0,934.0,4.0,1814.0,166.0,1111.0,249.0,1316.0,415.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,182.41784484457312,2210.0580108488016
2021-04-06,310795.967676629,0.0,0.0,318835.4394924371,30887.70271849762,9418.738662342781,336523.44429165823,15849.663318730998,1.862482649939637e-32,3020.0,481.0,7.0,1359.0,351.0,1219.0,284.0,1874.0,639.0,2.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,188.70587314546586,2217.408462933434
2021-04-07,319573.9695793765,0.0,0.0,324288.4404507017,43407.67445941243,7483.948009882919,355091.596897563,14347.257273622867,1.923929363222719e-33,2381.0,465.0,12.0,1259.0,216.0,822.0,264.0,1620.0,461.0,2.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,194.40108917914557,2224.705250602426
2021-04-08,273990.7300053954,0.0,0.0,280232.7309952674,37933.977312990435,4846.085715966946,296175.6718938836,12696.059956441924,1.9874033161009816e-34,2377.0,522.0,11.0,1242.0,174.0,531.0,269.0,1834.0,421.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,199.55938111394454,2231.948765650661
2021-04-09,266902.01859323593,0.0,0.0,275694.8121965519,31117.548869094277,7910.596695810572,284959.7049679807,13319.492622399808,2.0529713909210406e-35,2214.0,520.0,9.0,1170.0,152.0,519.0,228.0,1572.0,462.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,204.23136818647362,2239.1393970125905
2021-04-10,283894.7604949547,0.0,0.0,286843.04889155936,4821.417379013368,4238.158176704403,287800.1047465838,14599.892707526371,2.120702676600606e-36,2099.0,336.0,10.0,1187.0,147.0,530.0,196.0,1205.0,338.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,208.46289743719825,2246.277530783124
2021-04-11,285950.09685244726,0.0,0.0,287673.6526354319,2274.048476754228,4744.798277605879,287772.5157234604,16585.156990392454,2.1906685414273015e-37,1819.0,351.0,16.0,1603.0,150.0,510.0,140.0,1014.0,294.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,212.29549361560447,2253.363550238355
2021-04-12,303285.4114192223,0.0,0.0,310497.4533236741,1609.9073500341683,4902.133786167103,310507.6657999086,16224.233169098716,2.2629427082592524e-38,2529.0,790.0,15.0,1351.0,155.0,628.0,268.0,1694.0,503.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,212.30533809852582,2256.9364072847143
2021-04-13,274392.135253176,0.0,0.0,283250.13329056534,1155.3021141646177,4960.386415677951,283251.188231018,13788.950033188908,2.337601332206678e-39,2472.0,611.0,16.0,1288.0,138.0,619.0,258.0,1539.0,451.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,212.31425447967013,2260.483179502093
2021-04-14,274155.48342743353,0.0,0.0,281478.50738881406,1067.3417646551839,4657.403864721275,281478.61636330106,11725.387274572617,2.4147230808763423e-40,2295.0,589.0,13.0,1387.0,157.0,687.0,237.0,1547.0,444.0,1.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,212.3223302570721,2264.0040573314454
2021-04-15,264215.0374871494,0.0,0.0,265075.49988036096,1525.255532403516,3004.1060147064804,265075.5111373365,12987.222927281466,2.494389217263416e-41,2106.0,196.0,14.0,1427.0,155.0,883.0,211.0,1407.0,401.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,212.32964467977243,2267.499229823347
2021-04-16,256993.19754162506,0.0,0.0,258791.08260395314,2033.5576505533693,2116.3216973385015,258791.08376678952,11815.569519443628,2.5766836853780934e-42,2065.0,274.0,10.0,1420.0,194.0,765.0,358.0,1536.0,421.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,212.33626952550253,2270.968884648147
2021-04-17,254175.1873745967,0.0,0.0,257350.9074328869,2240.0648441386893,2105.6143025636693,257350.90755300692,11323.538679508973,2.6616931986971866e-43,1781.0,206.0,15.0,1445.0,136.0,636.0,191.0,1023.0,341.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,212.34226980505238,2274.4132081060466
2021-04-18,270284.0892263062,0.0,0.0,274532.1385141596,2770.396868545381,2175.508237430038,274532.1385265679,12620.712295671672,2.7495073315339017e-44,1333.0,91.0,12.0,1347.0,148.0,535.0,141.0,730.0,244.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,212.34770440023289,2277.8323851370983
2021-04-19,281383.12562862015,0.0,0.0,288945.9456499279,2456.1797334513412,2749.7282238070893,288945.9456512097,13620.7092705919,2.84021861342207e-45,2254.0,176.0,10.0,1874.0,149.0,739.0,292.0,1599.0,446.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,194.05691235597925,2262.9308850454254
2021-04-20,288791.64702244796,0.0,0.0,292956.8801527665,31456.721360072414,2290.044679333586,300304.8801528989,13622.008141228107,2.9339226266142872e-46,2034.0,180.0,8.0,1696.0,133.0,796.0,220.0,1457.0,408.0,1.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,177.49050916336876,2248.138178302157
2021-04-21,275054.9412305906,0.0,0.0,279658.2064104755,35287.453620269705,3531.5597446937095,287765.2488080878,12501.142313503811,3.030718106796698e-47,1972.0,231.0,5.0,697.0,149.0,1174.0,233.0,1504.0,450.0,1.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,162.48592576008429,2233.453470625336
2021-04-22,261037.95074347046,0.0,0.0,264891.4642762579,34805.16513351665,7732.80723678214,270934.91513348673,13885.357789107753,3.130707047126541e-48,2144.0,370.0,8.0,787.0,146.0,1459.0,199.0,1507.0,385.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,148.89591949930806,2218.875973531925
2021-04-23,261153.00707628744,0.0,0.0,265474.0718763835,34439.34512680473,7756.792670818623,273442.3554131881,12417.346117005896,3.233994805702088e-49,2013.0,305.0,7.0,649.0,136.0,1297.0,205.0,1370.0,399.0,2.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,136.5871292314284,2204.404904295467
2021-04-24,255655.89230148072,0.0,0.0,260618.25476555855,4721.556218940796,3737.270346561478,260592.3719458147,12333.70171046058,3.3406902165782074e-50,1668.0,182.0,10.0,704.0,119.0,1138.0,184.0,969.0,328.0,2.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,125.43876660734853,2190.039485904061
2021-04-25,271421.0448357017,0.0,0.0,275837.6528246085,1732.7329004928688,3747.056973915124,274845.979150472,13727.061311591517,3.450905704444541e-51,1594.0,107.0,14.0,864.0,121.0,1268.0,147.0,841.0,237.0,4.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.2857142857143,115.34143076092411,2175.7789470186394
2021-04-26,260174.5722143195,0.0,0.0,267589.8042117546,1640.9898931938155,3749.0679245262995,266561.3651312902,13065.994220186987,3.564757403087119e-52,2029.0,215.0,16.0,723.0,121.0,1189.0,250.0,1568.0,556.0,1.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,104.46746331022587,2159.893950502979
2021-04-27,242798.82077949893,0.0,0.0,253060.80818751245,1167.5129154824406,4455.275654081737,251976.57127060718,12861.706529654426,3.6823652777582404e-53,1392.0,144.0,7.0,686.0,93.0,1029.0,157.0,806.0,246.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,94.618653665693,2144.1249276778663
2021-04-28,327334.91985010804,15362.0,0.0,255841.97476658947,16286.60313045661,4637.226335661005,331585.9739787598,19801.603778100027,3.8038532515835654e-54,2411.0,356.0,10.0,906.0,210.0,1798.0,245.0,1647.0,486.0,2.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,85.698353705809,2128.4710318388734
2021-04-29,292297.42982863163,71700.88205115819,0.0,260209.26700234122,73032.39279924869,3722.021692437084,296597.5602475393,18445.48949483225,3.929349336139602e-55,2620.0,445.0,10.0,1025.0,238.0,2365.0,275.0,1529.0,464.0,3.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,77.61902693980967,2112.931422463218
2021-04-30,211746.0857306812,88376.64254518897,0.0,212916.40472276026,89976.18651778817,2995.4818004003264,221748.28569028305,12477.403997147256,4.058985766339188e-56,2100.0,262.0,7.0,687.0,209.0,1805.0,216.0,1400.0,459.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,70.3013894965233,2097.505265164634
2021-05-01,221236.1976857844,95001.23498220174,0.0,228213.09068166124,96364.46656794292,3644.4308230455854,233999.41677105892,11435.90564041937,4.192899139767091e-57,1855.0,206.0,15.0,817.0,199.0,1360.0,185.0,985.0,322.0,3.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2142857142857,63.673632097635206,2082.1917316485683
